# base_algorithm,wood
# population_size,15
# initial_mutation_rate,0.35
# max_iterations,150
# output_size,128
# generations_completed,150
# total_evaluations,2250
# runtime_s,71.866
# final_best_fitness,0.912050
generation,cumulative_evaluations,elapsed_ms,elapsed_s,best_fitness,best_ever_fitness,mean_fitness,worst_fitness,std_fitness,mutation_rate,best_comp_mean,best_comp_variance,best_comp_gradient_dir,best_comp_edge_density,best_comp_histogram
113,1695,53991.00,53.9910,0.911838,0.911838,0.896978,0.868832,0.013373,0.500000,0.959366,0.997362,0.996060,0.743835,0.806274
114,1710,54489.00,54.4890,0.911838,0.911838,0.898358,0.874361,0.010951,0.500000,0.959366,0.997362,0.996060,0.743835,0.806274
115,1725,54964.00,54.9640,0.911838,0.911838,0.900066,0.880925,0.009089,0.500000,0.959366,0.997362,0.996060,0.743835,0.806274
116,1740,55445.00,55.4450,0.911838,0.911838,0.894141,0.877405,0.011947,0.500000,0.959366,0.997362,0.996060,0.743835,0.806274
117,1755,55924.00,55.9240,0.911838,0.911838,0.896939,0.867835,0.013078,0.500000,0.959366,0.997362,0.996060,0.743835,0.806274
118,1770,56421.00,56.4210,0.911838,0.911838,0.898801,0.876641,0.010081,0.500000,0.959366,0.997362,0.996060,0.743835,0.806274
119,1785,56897.00,56.8970,0.911917,0.911917,0.897402,0.871271,0.011626,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
120,1800,57372.00,57.3720,0.911917,0.911917,0.894806,0.878460,0.010531,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
121,1815,57847.00,57.8470,0.911917,0.911917,0.897238,0.867122,0.013030,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
122,1830,58320.00,58.3200,0.911917,0.911917,0.901489,0.887965,0.008065,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
123,1845,58810.00,58.8100,0.911917,0.911917,0.895941,0.878798,0.011289,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
124,1860,59290.00,59.2900,0.911917,0.911917,0.897304,0.875552,0.011744,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
125,1875,59762.00,59.7620,0.911917,0.911917,0.893612,0.854508,0.014167,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
126,1890,60242.00,60.2420,0.911917,0.911917,0.894108,0.854975,0.016921,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
127,1905,60721.00,60.7210,0.911917,0.911917,0.894993,0.856030,0.015777,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
128,1920,61204.00,61.2040,0.911917,0.911917,0.900714,0.887202,0.007468,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
129,1935,61697.00,61.6970,0.911917,0.911917,0.899136,0.890435,0.006737,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
130,1950,62177.00,62.1770,0.911917,0.911917,0.897464,0.863593,0.013298,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
131,1965,62653.00,62.6530,0.911917,0.911917,0.895147,0.874975,0.010983,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
132,1980,63132.00,63.1320,0.911917,0.911917,0.898619,0.876195,0.010615,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
